CHR_promoter	startPOS_promoter	endPOS_promoter	source_promoter	CHR_mir	startPOS_mir	endPOS_mir	kind_mir	score_mir	strand_mir	annotation_mir
chr2	112249001	112251582	miRGen_v3_TSS_2k5	chr2	112078590	112078663	miRNA_primary_transcript	1	-	ID=MI0016777;Alias=MI0016777;Name=hsa-mir-4435-2
chr2	112526138	112528711	miRBase_v22_upstream_2k5	chr2	112528638	112528711	miRNA_primary_transcript	1	-	ID=MI0017413;Alias=MI0017413;Name=hsa-mir-4771-2
chr2	114358817	114361398	miRGen_v3_TSS_2k5	chr2	114340536	114340673	miRNA_primary_transcript	1	-	ID=MI0006364;Alias=MI0006364;Name=hsa-mir-1302-3
chr2	114478608	114479614	Chesi, A. et al.	chr2	114478867	114478945	miRNA_primary_transcript	1	-	ID=MI0017427;Alias=MI0017427;Name=hsa-mir-4782
chr2	128180568	128181838	Chesi, A. et al.	chr2	128181113	128181194	miRNA_primary_transcript	1	-	ID=MI0017428;Alias=MI0017428;Name=hsa-mir-4783
chr2	132246233	132248809	miRBase_v22_upstream_2k5	chr2	132248733	132248809	miRNA_primary_transcript	1	-	ID=MI0017429;Alias=MI0017429;Name=hsa-mir-4784
chr2	133102413	133104994	miRGen_v3_TSS_2k5	chr2	133014539	133014653	miRNA_primary_transcript	1	-	ID=MI0006336;Alias=MI0006336;Name=hsa-mir-663b
chr2	133188784	133191393	miRBase_v22_upstream_2k5	chr2	133191284	133191393	miRNA_primary_transcript	1	+	ID=MI0032316;Alias=MI0032316;Name=hsa-mir-9986
chr2	134883961	134884992	Chesi, A. et al.	chr2	134884696	134884763	miRNA_primary_transcript	1	+	ID=MI0016080;Alias=MI0016080;Name=hsa-mir-3679
chr2	135615415	135615532	Chesi, A. et al.	chr2	135615390	135615443	miRNA_primary_transcript	1	+	ID=MI0019150;Alias=MI0019150;Name=hsa-mir-5590
chr2	136422697	136423682	Chesi, A. et al.	chr2	136422967	136423048	miRNA_primary_transcript	1	+	ID=MI0000447;Alias=MI0000447;Name=hsa-mir-128-1
chr2	141344043	141346310	Chesi, A. et al.	chr2	141344195	141344254	miRNA_primary_transcript	1	-	ID=MI0023617;Alias=MI0023617;Name=hsa-mir-7157
chr2	150184292	150186887	miRBase_v22_upstream_2k5	chr2	150186792	150186887	miRNA_primary_transcript	1	-	ID=MI0031827;Alias=MI0031827;Name=hsa-mir-9899
chr2	152224827	152225255	Chesi, A. et al.	chr2	152224848	152224925	miRNA_primary_transcript	1	+	ID=MI0017415;Alias=MI0017415;Name=hsa-mir-4773-1
chr2	152224827	152225255	Chesi, A. et al.	chr2	152224848	152224925	miRNA_primary_transcript	1	-	ID=MI0017416;Alias=MI0017416;Name=hsa-mir-4773-2
chr2	160042829	160043367	Chesi, A. et al.	chr2	160043346	160043412	miRNA_primary_transcript	1	+	ID=MI0022735;Alias=MI0022735;Name=hsa-mir-6888
chr2	161264037	161264556	Chesi, A. et al.	chr2	161264321	161264393	miRNA_primary_transcript	1	-	ID=MI0017430;Alias=MI0017430;Name=hsa-mir-4785
chr2	169438536	169439624	Chesi, A. et al.	chr2	169439453	169439528	miRNA_primary_transcript	1	+	ID=MI0017417;Alias=MI0017417;Name=hsa-mir-4774
chr2	176032262	176032798	Chesi, A. et al.	chr2	176032361	176032437	miRNA_primary_transcript	1	-	ID=MI0005755;Alias=MI0005755;Name=hsa-mir-933
chr2	177014743	177015243	Chesi, A. et al.	chr2	177015031	177015140	miRNA_primary_transcript	1	+	ID=MI0000267;Alias=MI0000267;Name=hsa-mir-10b
chr2	177053055	177054575	Chesi, A. et al.	chr2	177053571	177053629	miRNA_primary_transcript	1	+	ID=MI0025240;Alias=MI0025240;Name=hsa-mir-7704
chr2	177465675	177466185	Chesi, A. et al.	chr2	177465708	177465780	miRNA_primary_transcript	1	-	ID=MI0006381;Alias=MI0006381;Name=hsa-mir-1246
chr2	178077190	178077999	Chesi, A. et al.	chr2	178077454	178077527	miRNA_primary_transcript	1	+	ID=MI0016787;Alias=MI0016787;Name=hsa-mir-4444-1
chr2	178120526	178122256	Chesi, A. et al.	chr2	178120673	178120738	miRNA_primary_transcript	1	-	ID=MI0014145;Alias=MI0014145;Name=hsa-mir-3128
chr2	178178269	178178779	Chesi, A. et al.	chr2	178178534	178178610	miRNA_primary_transcript	1	-	ID=MI0022224;Alias=MI0022224;Name=hsa-mir-6512
chr2	180724453	180725953	Chesi, A. et al.	chr2	180725563	180725635	miRNA_primary_transcript	1	-	ID=MI0006392;Alias=MI0006392;Name=hsa-mir-1258
chr2	182170086	182171650	Chesi, A. et al.	chr2	182170320	182170379	miRNA_primary_transcript	1	-	ID=MI0016778;Alias=MI0016778;Name=hsa-mir-4437
chr2	185241202	185243771	miRBase_v22_upstream_2k5	chr2	185243702	185243771	miRNA_primary_transcript	1	+	ID=MI0016779;Alias=MI0016779;Name=hsa-mir-548ae-1
chr2	189161960	189162202	Chesi, A. et al.	chr2	189162219	189162315	miRNA_primary_transcript	1	+	ID=MI0003567;Alias=MI0003567;Name=hsa-mir-561
chr2	189842638	189842836	Chesi, A. et al.	chr2	189842818	189842887	miRNA_primary_transcript	1	+	ID=MI0006380;Alias=MI0006380;Name=hsa-mir-1245a
chr2	189842865	189843502	Chesi, A. et al.	chr2	189842819	189842887	miRNA_primary_transcript	1	-	ID=MI0017431;Alias=MI0017431;Name=hsa-mir-1245b
chr2	189859504	189860584	Chesi, A. et al.	chr2	189860356	189860418	miRNA_primary_transcript	1	+	ID=MI0015996;Alias=MI0015996;Name=hsa-mir-3606
chr2	189998066	189998812	Chesi, A. et al.	chr2	189997762	189997837	miRNA_primary_transcript	1	-	ID=MI0014146;Alias=MI0014146;Name=hsa-mir-3129
chr2	207647326	207649298	Chesi, A. et al.	chr2	207647958	207648032	miRNA_primary_transcript	1	-	ID=MI0014147;Alias=MI0014147;Name=hsa-mir-3130-1
chr2	207647326	207649298	Chesi, A. et al.	chr2	207647958	207648032	miRNA_primary_transcript	1	+	ID=MI0014148;Alias=MI0014148;Name=hsa-mir-3130-2
chr2	207974562	207975279	Chesi, A. et al.	chr2	207974711	207974797	miRNA_primary_transcript	1	-	ID=MI0015873;Alias=MI0015873;Name=hsa-mir-2355
chr2	208031024	208031956	Chesi, A. et al.	chr2	208031124	208031222	miRNA_primary_transcript	1	+	ID=MI0025515;Alias=MI0025515;Name=hsa-mir-7845
chr2	208133050	208134664	Chesi, A. et al.	chr2	208133999	208134148	miRNA_primary_transcript	1	-	ID=MI0006365;Alias=MI0006365;Name=hsa-mir-1302-4
chr2	208617031	208619605	miRBase_v22_upstream_2k5	chr2	208619531	208619605	miRNA_primary_transcript	1	+	ID=MI0017418;Alias=MI0017418;Name=hsa-mir-4775
chr2	213288487	213291084	miRBase_v22_upstream_2k5	chr2	213290987	213291084	miRNA_primary_transcript	1	-	ID=MI0006375;Alias=MI0006375;Name=hsa-mir-548f-2
chr2	213790235	213792045	Chesi, A. et al.	chr2	213790981	213791060	miRNA_primary_transcript	1	-	ID=MI0017420;Alias=MI0017420;Name=hsa-mir-4776-2
chr2	213790235	213792045	Chesi, A. et al.	chr2	213790981	213791060	miRNA_primary_transcript	1	+	ID=MI0017419;Alias=MI0017419;Name=hsa-mir-4776-1
chr2	214621376	214623018	Chesi, A. et al.	chr2	214622791	214622883	miRNA_primary_transcript	1	+	ID=MI0016781;Alias=MI0016781;Name=hsa-mir-4438
chr2	218765325	218765969	Chesi, A. et al.	chr2	218765236	218765351	miRNA_primary_transcript	1	-	ID=MI0022654;Alias=MI0022654;Name=hsa-mir-6809
chr2	219144423	219144937	Chesi, A. et al.	chr2	219144848	219144911	miRNA_primary_transcript	1	-	ID=MI0022225;Alias=MI0022225;Name=hsa-mir-6513
chr2	219206513	219206649	Chesi, A. et al.	chr2	219206634	219206703	miRNA_primary_transcript	1	+	ID=MI0022655;Alias=MI0022655;Name=hsa-mir-6810
chr2	219266886	219267571	Chesi, A. et al.	chr2	219267369	219267445	miRNA_primary_transcript	1	+	ID=MI0000084;Alias=MI0000084;Name=hsa-mir-26b
chr2	219685927	219687949	Chesi, A. et al.	chr2	219687813	219687877	miRNA_primary_transcript	1	+	ID=MI0029185;Alias=MI0029185;Name=hsa-mir-9500
chr2	219866325	219866469	Chesi, A. et al.	chr2	219866367	219866430	miRNA_primary_transcript	1	-	ID=MI0000783;Alias=MI0000783;Name=hsa-mir-375
chr2	219923262	219923826	Chesi, A. et al.	chr2	219923410	219923472	miRNA_primary_transcript	1	-	ID=MI0014151;Alias=MI0014151;Name=hsa-mir-3131
chr2	220158892	220160643	Chesi, A. et al.	chr2	220158833	220158922	miRNA_primary_transcript	1	-	ID=MI0000463;Alias=MI0000463;Name=hsa-mir-153-1
chr2	220412609	220413929	Chesi, A. et al.	chr2	220413795	220413869	miRNA_primary_transcript	1	-	ID=MI0014152;Alias=MI0014152;Name=hsa-mir-3132
chr2	220770305	220772950	Chesi, A. et al.	chr2	220771223	220771286	miRNA_primary_transcript	1	-	ID=MI0015874;Alias=MI0015874;Name=hsa-mir-4268
chr2	225874926	225875333	Chesi, A. et al.	chr2	225875178	225875257	miRNA_primary_transcript	1	-	ID=MI0016782;Alias=MI0016782;Name=hsa-mir-4439
chr2	227523480	227525708	Chesi, A. et al.	chr2	227523426	227523509	miRNA_primary_transcript	1	-	ID=MI0019309;Alias=MI0019309;Name=hsa-mir-5702
chr2	228336223	228339315	Chesi, A. et al.	chr2	228336848	228336903	miRNA_primary_transcript	1	+	ID=MI0019310;Alias=MI0019310;Name=hsa-mir-5703
chr2	232227029	232228389	Chesi, A. et al.	chr2	232227419	232227504	miRNA_primary_transcript	1	+	ID=MI0017421;Alias=MI0017421;Name=hsa-mir-4777
chr2	232577885	232578321	Chesi, A. et al.	chr2	232578024	232578108	miRNA_primary_transcript	1	+	ID=MI0006379;Alias=MI0006379;Name=hsa-mir-1244-1
chr2	232756244	232757437	Chesi, A. et al.	chr2	232756952	232757008	miRNA_primary_transcript	1	-	ID=MI0007076;Alias=MI0007076;Name=hsa-mir-1471
chr1	55679099	55681680	miRGen_v3_TSS_2k5	chr2	233037363	233037457	miRNA_primary_transcript	1	+	ID=MI0003568;Alias=MI0003568;Name=hsa-mir-562
chr2	233414794	233415564	Chesi, A. et al.	chr2	233415184	233415283	miRNA_primary_transcript	1	-	ID=MI0017867;Alias=MI0017867;Name=hsa-mir-5001
chr2	238419480	238419640	Chesi, A. et al.	chr2	238419574	238419631	miRNA_primary_transcript	1	+	ID=MI0022656;Alias=MI0022656;Name=hsa-mir-6811
chr2	239990494	239992134	Chesi, A. et al.	chr2	239990513	239990610	miRNA_primary_transcript	1	-	ID=MI0016783;Alias=MI0016783;Name=hsa-mir-4440
chr2	240005023	240007622	miRBase_v22_upstream_2k5	chr2	240007523	240007622	miRNA_primary_transcript	1	-	ID=MI0016784;Alias=MI0016784;Name=hsa-mir-4441
chr2	240225191	240227895	Chesi, A. et al.	chr2	240227157	240227240	miRNA_primary_transcript	1	+	ID=MI0015875;Alias=MI0015875;Name=hsa-mir-4269
chr2	240273249	240273854	Chesi, A. et al.	chr2	240273419	240273499	miRNA_primary_transcript	1	-	ID=MI0017432;Alias=MI0017432;Name=hsa-mir-2467
chr2	240881457	240882613	Chesi, A. et al.	chr2	240882432	240882511	miRNA_primary_transcript	1	-	ID=MI0017433;Alias=MI0017433;Name=hsa-mir-4786
chr2	241395351	241396846	Chesi, A. et al.	chr2	241395418	241395506	miRNA_primary_transcript	1	+	ID=MI0000478;Alias=MI0000478;Name=hsa-mir-149
chr2	242417665	242418291	Chesi, A. et al.	chr2	242417320	242417397	miRNA_primary_transcript	1	+	ID=MI0014153;Alias=MI0014153;Name=hsa-mir-3133
chr20	1372287	1374557	Chesi, A. et al.	chr20	1373544	1373605	miRNA_primary_transcript	1	-	ID=MI0022716;Alias=MI0022716;Name=hsa-mir-6869
chr20	2632476	2633555	Chesi, A. et al.	chr20	2633423	2633488	miRNA_primary_transcript	1	+	ID=MI0006433;Alias=MI0006433;Name=hsa-mir-1292
chr20	3895641	3898218	miRBase_v22_upstream_2k5	chr20	3898141	3898218	miRNA_primary_transcript	1	+	ID=MI0000108;Alias=MI0000108;Name=hsa-mir-103a-2
chr20	3895649	3898210	miRBase_v22_upstream_2k5	chr20	3898149	3898210	miRNA_primary_transcript	1	-	ID=MI0007262;Alias=MI0007262;Name=hsa-mir-103b-2
chr20	7351813	7352394	Chesi, A. et al.	chr20	7352255	7352339	miRNA_primary_transcript	1	+	ID=MI0025898;Alias=MI0025898;Name=hsa-mir-8062
chr20	10629318	10630442	Chesi, A. et al.	chr20	10630284	10630343	miRNA_primary_transcript	1	-	ID=MI0022717;Alias=MI0022717;Name=hsa-mir-6870
chr20	18450105	18451309	Chesi, A. et al.	chr20	18451259	18451335	miRNA_primary_transcript	1	+	ID=MI0014237;Alias=MI0014237;Name=hsa-mir-3192
chr20	26188040	26190621	miRGen_v3_TSS_2k5	chr20	26188822	26188914	miRNA_primary_transcript	1	-	ID=MI0003672;Alias=MI0003672;Name=hsa-mir-663a
chr20	30194574	30194998	Chesi, A. et al.	chr20	30194989	30195043	miRNA_primary_transcript	1	+	ID=MI0014238;Alias=MI0014238;Name=hsa-mir-3193
chr20	30825193	30825971	Chesi, A. et al.	chr20	30825598	30825650	miRNA_primary_transcript	1	+	ID=MI0008193;Alias=MI0008193;Name=hsa-mir-1825
chr20	32636612	32637086	Chesi, A. et al.	chr20	32636925	32636996	miRNA_primary_transcript	1	+	ID=MI0017395;Alias=MI0017395;Name=hsa-mir-4755
chr20	33053975	33054661	Chesi, A. et al.	chr20	33054130	33054223	miRNA_primary_transcript	1	+	ID=MI0003659;Alias=MI0003659;Name=hsa-mir-644a
chr20	33577967	33578864	Chesi, A. et al.	chr20	33578179	33578300	miRNA_primary_transcript	1	+	ID=MI0003183;Alias=MI0003183;Name=hsa-mir-499a
chr20	33577967	33578864	Chesi, A. et al.	chr20	33578203	33578275	miRNA_primary_transcript	1	-	ID=MI0017396;Alias=MI0017396;Name=hsa-mir-499b
chr20	34041524	34042051	Chesi, A. et al.	chr20	34041776	34041919	miRNA_primary_transcript	1	-	ID=MI0006350;Alias=MI0006350;Name=hsa-mir-1289-1
chr20	37142706	37145275	miRBase_v22_upstream_2k5	chr20	37145206	37145275	miRNA_primary_transcript	1	+	ID=MI0016746;Alias=MI0016746;Name=hsa-mir-548o-2
chr20	39797209	39798875	Chesi, A. et al.	chr20	39797663	39797718	miRNA_primary_transcript	1	+	ID=MI0022718;Alias=MI0022718;Name=hsa-mir-6871
chr20	43036604	43036924	Chesi, A. et al.	chr20	43036760	43036843	miRNA_primary_transcript	1	+	ID=MI0016046;Alias=MI0016046;Name=hsa-mir-3646
chr20	44052995	44054312	Chesi, A. et al.	chr20	44054150	44054213	miRNA_primary_transcript	1	+	ID=MI0022657;Alias=MI0022657;Name=hsa-mir-6812
chr20	44333661	44334102	Chesi, A. et al.	chr20	44333741	44333819	miRNA_primary_transcript	1	-	ID=MI0016007;Alias=MI0016007;Name=hsa-mir-3617
chr20	45795508	45795990	Chesi, A. et al.	chr20	45795609	45795700	miRNA_primary_transcript	1	+	ID=MI0016006;Alias=MI0016006;Name=hsa-mir-3616
chr20	48477896	48480490	miRBase_v22_upstream_2k5	chr20	48480396	48480490	miRNA_primary_transcript	1	+	ID=MI0039724;Alias=MI0039724;Name=hsa-mir-12122
chr20	49202253	49202978	Chesi, A. et al.	chr20	49202323	49202416	miRNA_primary_transcript	1	+	ID=MI0003660;Alias=MI0003660;Name=hsa-mir-645
chr20	49228673	49231322	miRBase_v22_upstream_2k5	chr20	49231173	49231322	miRNA_primary_transcript	1	-	ID=MI0006366;Alias=MI0006366;Name=hsa-mir-1302-5
chr20	50069096	50070141	Chesi, A. et al.	chr20	50069442	50069514	miRNA_primary_transcript	1	-	ID=MI0014239;Alias=MI0014239;Name=hsa-mir-3194
chr20	52684725	52685732	Chesi, A. et al.	chr20	52684947	52685024	miRNA_primary_transcript	1	-	ID=MI0017397;Alias=MI0017397;Name=hsa-mir-4756
chr20	55896603	55897131	Chesi, A. et al.	chr20	55896558	55896647	miRNA_primary_transcript	1	-	ID=MI0015865;Alias=MI0015865;Name=hsa-mir-4325
chr20	57391384	57392800	Chesi, A. et al.	chr20	57392670	57392749	miRNA_primary_transcript	1	-	ID=MI0000747;Alias=MI0000747;Name=hsa-mir-296
chr20	57393134	57393435	Chesi, A. et al.	chr20	57393281	57393368	miRNA_primary_transcript	1	-	ID=MI0005523;Alias=MI0005523;Name=hsa-mir-298
chr20	58883250	58883531	Chesi, A. et al.	chr20	58883532	58883625	miRNA_primary_transcript	1	+	ID=MI0003661;Alias=MI0003661;Name=hsa-mir-646
chr20	59052345	59053348	Chesi, A. et al.	chr20	59053169	59053239	miRNA_primary_transcript	1	+	ID=MI0016900;Alias=MI0016900;Name=hsa-mir-4533
chr20	59137120	59139683	miRBase_v22_upstream_2k5	chr20	59139620	59139683	miRNA_primary_transcript	1	+	ID=MI0016794;Alias=MI0016794;Name=hsa-mir-548ag-2
chr20	60528322	60529066	Chesi, A. et al.	chr20	60528602	60528718	miRNA_primary_transcript	1	-	ID=MI0006391;Alias=MI0006391;Name=hsa-mir-1257
chr20	60638054	60640847	Chesi, A. et al.	chr20	60639858	60639941	miRNA_primary_transcript	1	+	ID=MI0014240;Alias=MI0014240;Name=hsa-mir-3195
chr20	60907058	60908163	Chesi, A. et al.	chr20	60907543	60907613	miRNA_primary_transcript	1	-	ID=MI0017399;Alias=MI0017399;Name=hsa-mir-4758
chr20	61151235	61152593	Chesi, A. et al.	chr20	61151513	61151583	miRNA_primary_transcript	1	+	ID=MI0000651;Alias=MI0000651;Name=hsa-mir-1-1
chr20	61159619	61162220	miRBase_v22_upstream_2k5	chr20	61162119	61162220	miRNA_primary_transcript	1	+	ID=MI0000451;Alias=MI0000451;Name=hsa-mir-133a-2
chr20	61808170	61810095	Chesi, A. et al.	chr20	61809852	61809938	miRNA_primary_transcript	1	+	ID=MI0000445;Alias=MI0000445;Name=hsa-mir-124-3
chr20	61869680	61870344	Chesi, A. et al.	chr20	61870131	61870194	miRNA_primary_transcript	1	+	ID=MI0014241;Alias=MI0014241;Name=hsa-mir-3196
chr20	61915746	61918358	Chesi, A. et al.	chr20	61918160	61918218	miRNA_primary_transcript	1	+	ID=MI0015866;Alias=MI0015866;Name=hsa-mir-4326
chr20	62550662	62552093	Chesi, A. et al.	chr20	62550802	62550873	miRNA_primary_transcript	1	+	ID=MI0005763;Alias=MI0005763;Name=hsa-mir-941-1
chr20	62550662	62552093	Chesi, A. et al.	chr20	62550858	62550929	miRNA_primary_transcript	1	+	ID=MI0005764;Alias=MI0005764;Name=hsa-mir-941-2
chr20	62548414	62550985	miRBase_v22_upstream_2k5	chr20	62550914	62550985	miRNA_primary_transcript	1	+	ID=MI0005765;Alias=MI0005765;Name=hsa-mir-941-3
chr20	62548609	62551180	miRBase_v22_upstream_2k5	chr20	62551109	62551180	miRNA_primary_transcript	1	+	ID=MI0005766;Alias=MI0005766;Name=hsa-mir-941-4
chr20	62550662	62552093	Chesi, A. et al.	chr20	62551221	62551292	miRNA_primary_transcript	1	+	ID=MI0031520;Alias=MI0031520;Name=hsa-mir-941-5
chr20	62572066	62574927	Chesi, A. et al.	chr20	62572818	62572897	miRNA_primary_transcript	1	-	ID=MI0008335;Alias=MI0008335;Name=hsa-mir-1914
chr20	62572066	62574927	Chesi, A. et al.	chr20	62573984	62574079	miRNA_primary_transcript	1	-	ID=MI0003662;Alias=MI0003662;Name=hsa-mir-647
chr20	62708126	62708485	Chesi, A. et al.	chr20	62708308	62708363	miRNA_primary_transcript	1	-	ID=MI0022658;Alias=MI0022658;Name=hsa-mir-6813
chr21	15094010	15096595	miRBase_v22_upstream_2k5	chr21	15096510	15096595	miRNA_primary_transcript	1	+	ID=MI0025905;Alias=MI0025905;Name=hsa-mir-8069-1
chrUn_gl000220	102232	104823	miRBase_v22_upstream_2k5	chrUn_gl000220	104732	104823	miRNA_primary_transcript	1	+	ID=MI0022559;Alias=MI0022559;Name=hsa-mir-6724-1
chrUn_gl000220	103499	106054	miRBase_v22_upstream_2k5	chrUn_gl000220	105999	106054	miRNA_primary_transcript	1	+	ID=MI0033425;Alias=MI0033425;Name=hsa-mir-10401
chrUn_gl000220	105409	108088	miRBase_v22_upstream_2k5	chrUn_gl000220	107909	108088	miRNA_primary_transcript	1	+	ID=MI0016048;Alias=MI0016048;Name=hsa-mir-3648-1
chrUn_gl000220	146204	148795	miRBase_v22_upstream_2k5	chrUn_gl000220	148704	148795	miRNA_primary_transcript	1	+	ID=MI0031516;Alias=MI0031516;Name=hsa-mir-6724-2
chrUn_gl000220	147471	150026	miRBase_v22_upstream_2k5	chrUn_gl000220	149971	150026	miRNA_primary_transcript	1	+	ID=MI0033425_2;Alias=MI0033425;Name=hsa-mir-10401
chrUn_gl000220	102232	104823	miRBase_v22_upstream_2k5	chrUn_gl000220	104732	104823	miRNA_primary_transcript	1	+	ID=MI0031517;Alias=MI0031517;Name=hsa-mir-6724-3
chrUn_gl000220	103499	106054	miRBase_v22_upstream_2k5	chrUn_gl000220	105999	106054	miRNA_primary_transcript	1	+	ID=MI0033425_3;Alias=MI0033425;Name=hsa-mir-10401
chrUn_gl000220	146204	148795	miRBase_v22_upstream_2k5	chrUn_gl000220	148704	148795	miRNA_primary_transcript	1	+	ID=MI0031518;Alias=MI0031518;Name=hsa-mir-6724-4
chrUn_gl000220	147471	150026	miRBase_v22_upstream_2k5	chrUn_gl000220	149971	150026	miRNA_primary_transcript	1	+	ID=MI0033425_4;Alias=MI0033425;Name=hsa-mir-10401
chrUn_gl000220	149998	152548	miRBase_v22_upstream_2k5	chrUn_gl000220	152498	152548	miRNA_primary_transcript	1	+	ID=MI0033426;Alias=MI0033426;Name=hsa-mir-10396b
chr21	9822908	9825489	miRGen_v3_TSS_2k5	chr21	9825832	9826011	miRNA_primary_transcript	1	+	ID=MI0031512;Alias=MI0031512;Name=hsa-mir-3648-2
chr21	9823950	9826498	miRBase_v22_upstream_2k5	chr21	9826450	9826498	miRNA_primary_transcript	1	+	ID=MI0033420;Alias=MI0033420;Name=hsa-mir-10396a
chr21	14776205	14778781	miRBase_v22_upstream_2k5	chr21	14778705	14778781	miRNA_primary_transcript	1	-	ID=MI0014242;Alias=MI0014242;Name=hsa-mir-3156-3
chr21	15014596	15017171	miRBase_v22_upstream_2k5	chr21	15017096	15017171	miRNA_primary_transcript	1	-	ID=MI0014131;Alias=MI0014131;Name=hsa-mir-3118-1
chr21	15094010	15096595	miRBase_v22_upstream_2k5	chr21	15096510	15096595	miRNA_primary_transcript	1	+	ID=MI0031519;Alias=MI0031519;Name=hsa-mir-8069-2
chr21	17910923	17911326	Chesi, A. et al.	chr21	17911409	17911489	miRNA_primary_transcript	1	+	ID=MI0000101;Alias=MI0000101;Name=hsa-mir-99a
chr21	17789163	17791744	miRGen_v3_TSS_2k5	chr21	17912148	17912231	miRNA_primary_transcript	1	+	ID=MI0000064;Alias=MI0000064;Name=hsa-let-7c
chr21	17789163	17791744	miRGen_v3_TSS_2k5	chr21	17962557	17962645	miRNA_primary_transcript	1	+	ID=MI0000470;Alias=MI0000470;Name=hsa-mir-125b-2
chr21	20055908	20058482	miRBase_v22_upstream_2k5	chr21	20058408	20058482	miRNA_primary_transcript	1	-	ID=MI0014244;Alias=MI0014244;Name=hsa-mir-548x
chr9	77203482	77205247	Chesi, A. et al.	chr21	24451606	24451714	miRNA_primary_transcript	1	+	ID=MI0021275;Alias=MI0021275;Name=hsa-mir-6130
chr21	26943761	26948039	Chesi, A. et al.	chr21	26946292	26946356	miRNA_primary_transcript	1	+	ID=MI0000681;Alias=MI0000681;Name=hsa-mir-155
chr21	28325584	28327488	Chesi, A. et al.	chr21	28326280	28326362	miRNA_primary_transcript	1	+	ID=MI0017400;Alias=MI0017400;Name=hsa-mir-4759
chr21	31745112	31747696	miRBase_v22_upstream_2k5	chr21	31747612	31747696	miRNA_primary_transcript	1	-	ID=MI0015867;Alias=MI0015867;Name=hsa-mir-4327
chr21	34922400	34923492	Chesi, A. et al.	chr21	34922968	34923034	miRNA_primary_transcript	1	+	ID=MI0022213;Alias=MI0022213;Name=hsa-mir-6501
chr21	37092196	37093176	Chesi, A. et al.	chr21	37093013	37093106	miRNA_primary_transcript	1	+	ID=MI0003906;Alias=MI0003906;Name=hsa-mir-802
chr21	40817884	40819582	Chesi, A. et al.	chr21	40818936	40818995	miRNA_primary_transcript	1	+	ID=MI0022220;Alias=MI0022220;Name=hsa-mir-6508
chr21	41584132	41585067	Chesi, A. et al.	chr21	41584279	41584358	miRNA_primary_transcript	1	-	ID=MI0017401;Alias=MI0017401;Name=hsa-mir-4760
chr21	42539019	42539536	Chesi, A. et al.	chr21	42539484	42539556	miRNA_primary_transcript	1	+	ID=MI0014245;Alias=MI0014245;Name=hsa-mir-3197
chr21	43166796	43167165	Chesi, A. et al.	chr21	43166932	43167001	miRNA_primary_transcript	1	-	ID=MI0022659;Alias=MI0022659;Name=hsa-mir-6814
chr12	79849773	79853983	Chesi, A. et al.	chr21	44371038	44371124	miRNA_primary_transcript	1	-	ID=MI0019311;Alias=MI0019311;Name=hsa-mir-5692b
chr21	45029683	45030002	Chesi, A. et al.	chr21	45029768	45029870	miRNA_primary_transcript	1	-	ID=MI0020347;Alias=MI0020347;Name=hsa-mir-6070
chr21	46897979	46898710	Chesi, A. et al.	chr21	46898180	46898240	miRNA_primary_transcript	1	+	ID=MI0022660;Alias=MI0022660;Name=hsa-mir-6815
chr22	18244446	18247025	miRBase_v22_upstream_2k5	chr22	18246946	18247025	miRNA_primary_transcript	1	-	ID=MI0014246;Alias=MI0014246;Name=hsa-mir-3198-1
chr22	18463724	18464140	Chesi, A. et al.	chr22	18463634	18463727	miRNA_primary_transcript	1	-	ID=MI0003663;Alias=MI0003663;Name=hsa-mir-648
chr22	19951218	19952236	Chesi, A. et al.	chr22	19951276	19951357	miRNA_primary_transcript	1	+	ID=MI0017402;Alias=MI0017402;Name=hsa-mir-4761
chr22	20020382	20020813	Chesi, A. et al.	chr22	20020662	20020743	miRNA_primary_transcript	1	+	ID=MI0000482;Alias=MI0000482;Name=hsa-mir-185
chr22	20071457	20073718	Chesi, A. et al.	chr22	20073269	20073356	miRNA_primary_transcript	1	+	ID=MI0016008;Alias=MI0016008;Name=hsa-mir-3618
chr22	20071457	20073718	Chesi, A. et al.	chr22	20073581	20073665	miRNA_primary_transcript	1	+	ID=MI0006443;Alias=MI0006443;Name=hsa-mir-1306
chr22	20102117	20102725	Chesi, A. et al.	chr22	20102209	20102274	miRNA_primary_transcript	1	-	ID=MI0022661;Alias=MI0022661;Name=hsa-mir-6816
chr22	20236351	20236952	Chesi, A. et al.	chr22	20236657	20236734	miRNA_primary_transcript	1	-	ID=MI0006348;Alias=MI0006348;Name=hsa-mir-1286
chr22	21387525	21388533	Chesi, A. et al.	chr22	21388465	21388561	miRNA_primary_transcript	1	-	ID=MI0003664;Alias=MI0003664;Name=hsa-mir-649
chr22	22006703	22007355	Chesi, A. et al.	chr22	22007270	22007347	miRNA_primary_transcript	1	+	ID=MI0005568;Alias=MI0005568;Name=hsa-mir-301b
chr22	22007557	22007813	Chesi, A. et al.	chr22	22007593	22007674	miRNA_primary_transcript	1	+	ID=MI0000748;Alias=MI0000748;Name=hsa-mir-130b
chr22	23162770	23165365	miRBase_v22_upstream_2k5	chr22	23165270	23165365	miRNA_primary_transcript	1	+	ID=MI0003665;Alias=MI0003665;Name=hsa-mir-650
chr22	23228308	23228571	Chesi, A. et al.	chr22	23228447	23228559	miRNA_primary_transcript	1	+	ID=MI0019115;Alias=MI0019115;Name=hsa-mir-5571
