seID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	GSM733739.rep1.K27ac.Q20.noDup.sort.bam	GSM733697.rep1.Input.Q20.noDup.sort.bam	enhancerRank	isSuper
4_K27ac.rep1_peak_53975_lociStitched	chr5	97632314	97651541	4	7946	39423.0408	2168.8056	500	1
3_K27ac.rep1_peak_16211_lociStitched	chr12	88691854	88705080	3	7755	39499.449	2247.0974	501	1
4_K27ac.rep1_peak_35856_lociStitched	chr2	109252687	109279355	4	10373	38268.58	1021.3844	502	1
14_K27ac.rep1_peak_2852_lociStitched	chr1	90309006	90377969	14	17410	44515.6165	7379.041	503	1
18_K27ac.rep1_peak_51070_lociStitched	chr4	157852121	157899211	18	17367	44438.833	7346.04	504	1
3_K27ac.rep1_peak_27864_lociStitched	chr17	40669684	40678580	3	7468	38291.9424	1227.648	505	1
11_K27ac.rep1_peak_2574_lociStitched	chr1	78523818	78570846	11	15843	42692.0184	5633.9544	506	1
8_K27ac.rep1_peak_58777_lociStitched	chr6	107978872	108021007	8	10703	41427.132	4377.8265	507	1
9_K27ac.rep1_peak_46158_lociStitched	chr3	134027387	134054365	9	18439	40137.8684	3097.0744	508	1
7_K27ac.rep1_peak_11428_lociStitched	chr11	46293743	46330734	7	15282	39794.9178	2755.8295	509	1
5_K27ac.rep1_peak_53275_lociStitched	chr5	71882527	71897984	5	6428	39123.2127	2111.4262	510	1
9_K27ac.rep1_peak_17464_lociStitched	chr12	125388987	125425321	9	10904	39705.7952	2728.6834	511	1
7_K27ac.rep1_peak_58046_lociStitched	chr6	56388592	56417927	7	11571	41286.079	4373.8485	512	1
6_K27ac.rep1_peak_6839_lociStitched	chr10	3132579	3154886	6	8682	38720.4906	1855.9424	513	1
1_K27ac.rep1_peak_53970_lociStitched	chr5	97441259	97447249	1	5991	37708.847	845.189	514	1
3_K27ac.rep1_peak_14848_lociStitched	chr12	45624970	45640452	3	6093	38033.0812	1238.56	515	1
6_K27ac.rep1_peak_62204_lociStitched	chr7	47796273	47827654	6	11721	40547.3901	3753.1676	516	1
13_K27ac.rep1_peak_45378_lociStitched	chr3	106529193	106582029	13	17538	43130.0268	6445.992	517	1
5_K27ac.rep1_peak_61636_lociStitched	chr7	30498239	30516169	5	11700	38929.616	2250.215	518	1
5_K27ac.rep1_peak_52585_lociStitched	chr5	39755441	39776589	5	9496	39582.7116	2941.6868	519	1
10_K27ac.rep1_peak_52379_lociStitched	chr5	34563359	34640642	10	14460	45280.1097	8640.2394	520	1
9_K27ac.rep1_peak_8829_lociStitched	chr10	79260057	79293682	9	11165	40918.2625	4314.0875	521	1
3_K27ac.rep1_peak_56691_lociStitched	chr6	14732638	14746065	3	6031	38518.0349	1926.7745	522	1
6_K27ac.rep1_peak_16520_lociStitched	chr12	96156937	96201535	6	15197	41012.3208	4441.9608	523	1
5_K27ac.rep1_peak_55237_lociStitched	chr5	146779330	146797807	5	8326	39278.4066	2727.2052	524	1
9_K27ac.rep1_peak_34049_lociStitched	chr2	38298757	38349698	9	17875	40839.3997	4365.6437	525	1
7_K27ac.rep1_peak_24127_lociStitched	chr15	90942750	90964259	7	13773	39350.7155	2884.3569	526	1
17_K27ac.rep1_peak_5217_lociStitched	chr1	200283133	200359258	17	18011	44038.3125	7597.275	527	1
7_K27ac.rep1_peak_68423_lociStitched	chr9	16702572	16728726	7	14738	40332.0834	3954.4848	528	1
4_K27ac.rep1_peak_4900_lociStitched	chr1	183236606	183261658	4	11135	38667.762	2367.414	529	1
6_K27ac.rep1_peak_50379_lociStitched	chr4	123684600	123720447	6	10934	40822.5636	4566.9078	530	1
22_K27ac.rep1_peak_3014_lociStitched	chr1	94674356	94772050	22	19589	46668.4238	10414.1804	531	1
12_K27ac.rep1_peak_14270_lociStitched	chr12	15841098	15886596	12	15670	43145.7534	6974.8434	532	1
6_K27ac.rep1_peak_13315_lociStitched	chr11	121903479	121921160	6	11075	38954.7792	2839.5686	533	1
8_K27ac.rep1_peak_34347_lociStitched	chr2	45395666	45412304	8	10613	38335.6158	2242.8024	534	1
8_K27ac.rep1_peak_16327_lociStitched	chr12	91492122	91537322	8	15377	42388.56	6337.04	535	1
13_K27ac.rep1_peak_70343_lociStitched	chr9	117849479	117929682	13	18411	46132.7656	10129.6389	536	1
13_K27ac.rep1_peak_46660_lociStitched	chr3	152005473	152049989	13	17965	42548.3928	6592.8196	537	1
8_K27ac.rep1_peak_22486_lociStitched	chr15	45923675	45957803	8	11378	39346.1712	3402.5616	538	1
10_K27ac.rep1_peak_26245_lociStitched	chr16	85005804	85040463	10	12839	39074.5566	3147.0372	539	1
13_K27ac.rep1_peak_35843_lociStitched	chr2	109187142	109229768	13	13233	40417.9732	4501.3056	540	1
5_K27ac.rep1_peak_70001_lociStitched	chr9	111229008	111241928	5	7740	38382.736	2542.656	541	1
9_K27ac.rep1_peak_47802_lociStitched	chr3	192587031	192620357	9	15711	39814.5722	4085.7676	542	1
6_K27ac.rep1_peak_36939_lociStitched	chr2	163089157	163118451	6	10704	40123.9918	4399.9588	543	1
11_K27ac.rep1_peak_70189_lociStitched	chr9	114688197	114737411	11	15348	41886.0354	6171.4356	544	1
7_K27ac.rep1_peak_36834_lociStitched	chr2	161061371	161099104	7	12251	40215.8314	4607.1993	545	1
12_K27ac.rep1_peak_7754_lociStitched	chr10	33388316	33446734	12	17313	41581.9324	6052.1048	546	1
4_K27ac.rep1_peak_34664_lociStitched	chr2	54785962	54814084	4	9811	38853.3552	3332.457	547	1
14_K27ac.rep1_peak_51259_lociStitched	chr4	169631743	169691981	14	14888	42901.5036	7463.4882	548	1
5_K27ac.rep1_peak_64901_lociStitched	chr8	18980155	19010162	5	9255	39324.1735	3900.91	549	1
6_K27ac.rep1_peak_20699_lociStitched	chr14	68591111	68614796	6	11752	39101.5665	3711.4395	550	1
9_K27ac.rep1_peak_52084_lociStitched	chr5	14797717	14835780	9	12997	40438.1312	5058.5727	551	1
20_K27ac.rep1_peak_46832_lociStitched	chr3	156943690	157030541	20	19787	45197.2604	9857.5885	552	1
8_K27ac.rep1_peak_54399_lociStitched	chr5	121410055	121438644	8	14075	39755.8634	4451.3073	553	1
8_K27ac.rep1_peak_30502_lociStitched	chr18	53144212	53184034	8	11822	41462.6664	6164.4456	554	1
9_K27ac.rep1_peak_53542_lociStitched	chr5	79525177	79551498	9	11549	37617.9732	2350.4653	555	1
3_K27ac.rep1_peak_41272_lociStitched	chr21	33887763	33897464	3	6590	36442.7766	1216.5054	556	1
15_K27ac.rep1_peak_36789_lociStitched	chr2	159925634	159963464	15	15688	39063.258	3862.443	557	1
4_K27ac.rep1_peak_28577_lociStitched	chr17	60855827	60870482	4	6369	36624.3105	1437.6555	558	1
6_K27ac.rep1_peak_37417_lociStitched	chr2	188389855	188415136	6	12833	38444.8167	3258.7209	559	1
7_K27ac.rep1_peak_45252_lociStitched	chr3	101875000	101901727	7	10956	38730.0957	3552.0183	560	1
9_K27ac.rep1_peak_58710_lociStitched	chr6	106039933	106060193	9	9506	38171.866	3099.78	561	1
3_K27ac.rep1_peak_10716_lociStitched	chr11	12281717	12310569	3	11580	38070.214	3009.2636	562	1
4_K27ac.rep1_peak_68089_lociStitched	chr9	682627	698674	4	10455	36859.959	1872.6849	563	1
8_K27ac.rep1_peak_39717_lociStitched	chr20	17623968	17662259	8	16827	39026.1872	4043.5296	564	1
10_K27ac.rep1_peak_53334_lociStitched	chr5	73089564	73123455	10	12812	38828.9187	3907.6323	565	1
10_K27ac.rep1_peak_45885_lociStitched	chr3	124826255	124871286	10	15605	39055.3863	4165.3675	566	1
6_K27ac.rep1_peak_6710_lociStitched	chr1	246019573	246045142	6	12015	38483.9019	3633.3549	567	1
7_K27ac.rep1_peak_55351_lociStitched	chr5	149514091	149540557	7	16318	36729.5148	1937.3112	568	1
13_K27ac.rep1_peak_58173_lociStitched	chr6	72096096	72122799	13	14829	38308.1238	3709.0467	569	1
6_K27ac.rep1_peak_42758_lociStitched	chr22	43315366	43336846	6	11350	37048.704	2566.86	570	1
9_K27ac.rep1_peak_25957_lociStitched	chr16	73077387	73117237	9	17370	37757.875	3319.505	571	1
12_K27ac.rep1_peak_5050_lociStitched	chr1	192485528	192530073	12	12661	39965.774	5559.216	572	1
14_K27ac.rep1_peak_63118_lociStitched	chr7	98695845	98740211	14	15559	40062.498	5674.4114	573	1
7_K27ac.rep1_peak_58472_lociStitched	chr6	85327101	85363181	7	11778	38890.632	4513.608	574	1
8_K27ac.rep1_peak_4177_lociStitched	chr1	156426420	156475832	8	12073	37251.7068	2900.4844	575	1
16_K27ac.rep1_peak_4633_lociStitched	chr1	172851879	172903962	16	19332	40812.2388	6494.7501	576	1
5_K27ac.rep1_peak_56684_lociStitched	chr6	14703435	14714257	5	9124	35564.3386	1257.5164	577	1
6_K27ac.rep1_peak_14566_lociStitched	chr12	27329479	27347708	6	11922	37398.6164	3155.4399	578	1
5_K27ac.rep1_peak_35302_lociStitched	chr2	75091853	75122917	5	11325	37239.5232	3038.0592	579	1
1_K27ac.rep1_peak_27758_lociStitched	chr17	39107863	39115092	1	7230	35441.6183	1279.533	580	1
22_K27ac.rep1_peak_18884_lociStitched	chr13	76197392	76292256	22	18737	44908.6176	10748.0912	581	1
14_K27ac.rep1_peak_15729_lociStitched	chr12	66331374	66359563	14	15167	38449.796	4448.2242	582	1
3_K27ac.rep1_peak_48905_lociStitched	chr4	47526390	47536347	3	8440	35627.1417	1651.8663	583	1
2_K27ac.rep1_peak_65780_lociStitched	chr8	48423294	48438012	2	6401	35613.1446	1689.6264	584	1
7_K27ac.rep1_peak_59098_lociStitched	chr6	116705991	116745832	7	12046	39335.0193	5466.1852	585	1
8_K27ac.rep1_peak_67258_lociStitched	chr8	120576956	120599636	8	12012	37424.268	3587.976	586	1
8_K27ac.rep1_peak_66730_lociStitched	chr8	99158529	99191872	8	11651	37154.1049	3347.6372	587	1
11_K27ac.rep1_peak_27441_lociStitched	chr17	29886319	29925596	11	20626	36837.8983	3087.1722	588	1
23_K27ac.rep1_peak_54947_lociStitched	chr5	139015532	139090230	23	22723	37498.396	3772.249	589	1
6_K27ac.rep1_peak_30263_lociStitched	chr18	43515184	43544140	6	13383	37121.592	3396.5388	590	1
8_K27ac.rep1_peak_66669_lociStitched	chr8	97917692	97941165	8	10096	38014.5235	4290.8644	591	1
8_K27ac.rep1_peak_47969_lociStitched	chr3	197016242	197044986	8	11982	36680.2184	2986.5016	592	1
8_K27ac.rep1_peak_66429_lociStitched	chr8	89123976	89143588	8	11517	36492.0484	2831.9728	593	1
10_K27ac.rep1_peak_2628_lociStitched	chr1	82135590	82183120	10	12303	38527.818	4962.132	594	1
8_K27ac.rep1_peak_38755_lociStitched	chr2	227508455	227538401	8	10721	37255.8186	3710.3094	595	1
7_K27ac.rep1_peak_37952_lociStitched	chr2	202695223	202725423	7	8916	37502.36	4007.54	596	1
10_K27ac.rep1_peak_5931_lociStitched	chr1	219467373	219513403	10	13326	39420.092	5937.87	597	1
5_K27ac.rep1_peak_37612_lociStitched	chr2	191902652	191917058	5	8059	35556.8892	2077.3452	598	1
5_K27ac.rep1_peak_57520_lociStitched	chr6	37096069	37113066	5	9467	35117.5017	1689.5018	599	1
6_K27ac.rep1_peak_12687_lociStitched	chr11	94509538	94539876	6	8838	38568.6994	5151.3924	600	1
8_K27ac.rep1_peak_44712_lociStitched	chr3	71209736	71245558	8	9606	37530.7094	4123.1122	601	1
7_K27ac.rep1_peak_29087_lociStitched	chr17	74683576	74714037	7	12345	35447.4657	2059.1636	602	1
4_K27ac.rep1_peak_71208_lociStitched	chrX	3432715	3446547	4	10270	34252.1816	904.6128	603	1
2_K27ac.rep1_peak_3300_lociStitched	chr1	109357293	109374789	2	7679	35147.7144	1891.3176	604	1
7_K27ac.rep1_peak_23472_lociStitched	chr15	71564952	71595799	7	8507	37201.482	3951.5007	605	1
5_K27ac.rep1_peak_33623_lociStitched	chr2	28170283	28201498	5	10800	37461.1215	4223.3895	606	1
5_K27ac.rep1_peak_33409_lociStitched	chr2	20248237	20272618	5	10253	35937.594	2794.0626	607	1
11_K27ac.rep1_peak_56733_lociStitched	chr6	16316978	16353125	11	13662	37021.7574	3885.8025	608	1
5_K27ac.rep1_peak_9171_lociStitched	chr10	91263417	91283739	5	6944	35587.8864	2460.9942	609	1
13_K27ac.rep1_peak_31478_lociStitched	chr19	13123422	13172303	13	17672	35888.4302	2839.9861	610	1
5_K27ac.rep1_peak_56590_lociStitched	chr6	11731733	11773427	5	10151	38337.633	5324.3238	611	1
7_K27ac.rep1_peak_35111_lociStitched	chr2	69440600	69482255	7	11818	37372.866	4369.6095	612	1
6_K27ac.rep1_peak_25584_lociStitched	chr16	65095560	65117996	6	7314	36005.2928	3037.8344	613	1
18_K27ac.rep1_peak_1368_lociStitched	chr1	36573951	36653810	18	19208	36591.3938	3625.5986	614	1
3_K27ac.rep1_peak_50355_lociStitched	chr4	122705176	122713441	3	7076	34440.255	1476.9555	615	1
9_K27ac.rep1_peak_70944_lociStitched	chr9	133637806	133681322	9	12195	37110.4448	4177.536	616	1
8_K27ac.rep1_peak_67426_lociStitched	chr8	123426365	123459823	8	13393	36937.632	4085.2218	617	1
18_K27ac.rep1_peak_47726_lociStitched	chr3	189717640	189796226	18	13033	42342.1368	9587.492	618	1
4_K27ac.rep1_peak_51225_lociStitched	chr4	169445422	169473656	4	8431	35854.3566	3108.5634	619	1
8_K27ac.rep1_peak_53005_lociStitched	chr5	60596729	60631261	8	15965	36396.728	3674.2048	620	1
4_K27ac.rep1_peak_30363_lociStitched	chr18	46516383	46525525	4	5849	33400.297	710.3334	621	1
9_K27ac.rep1_peak_22991_lociStitched	chr15	63031439	63075734	9	13087	38142.4245	5474.862	622	1
8_K27ac.rep1_peak_59831_lociStitched	chr6	140288579	140324157	8	14964	37321.322	4660.718	623	1
7_K27ac.rep1_peak_20869_lociStitched	chr14	71574610	71611604	7	9124	36024.7572	3370.1534	624	1
13_K27ac.rep1_peak_6093_lociStitched	chr1	223892441	223936305	13	17031	36481.6888	3890.7368	625	1
8_K27ac.rep1_peak_7164_lociStitched	chr10	14425122	14458158	8	9934	35668.9692	3082.2588	626	1
7_K27ac.rep1_peak_20311_lociStitched	chr14	55555971	55600808	7	10467	36470.4158	3914.2701	627	1
8_K27ac.rep1_peak_71410_lociStitched	chrX	13389671	13417960	8	13008	35290.5275	2735.5463	628	1
4_K27ac.rep1_peak_34242_lociStitched	chr2	43133355	43157918	4	8256	34805.771	2274.5338	629	1
4_K27ac.rep1_peak_70480_lociStitched	chr9	123195749	123207130	4	7679	34551.5779	2057.6848	630	1
3_K27ac.rep1_peak_11201_lociStitched	chr11	33742279	33756022	3	6355	33686.8416	1203.8868	631	1
2_K27ac.rep1_peak_50899_lociStitched	chr4	151200275	151206590	2	6235	33824.403	1409.508	632	1
17_K27ac.rep1_peak_402_lociStitched	chr1	12465859	12540926	17	19265	41309.3701	8910.4529	633	1
2_K27ac.rep1_peak_7739_lociStitched	chr10	33268614	33274839	2	6022	33265.155	880.8375	634	1
3_K27ac.rep1_peak_2285_lociStitched	chr1	65878182	65896898	3	10303	34437.44	2116.7796	635	1
5_K27ac.rep1_peak_30607_lociStitched	chr18	55872226	55892748	5	8638	35622.0876	3330.7206	636	1
8_K27ac.rep1_peak_44900_lociStitched	chr3	81772433	81796762	8	10619	35296.5132	3053.2895	637	1
5_K27ac.rep1_peak_15578_lociStitched	chr12	63117251	63138983	5	8477	35105.8728	2881.6632	638	1
8_K27ac.rep1_peak_53600_lociStitched	chr5	81623534	81662353	8	11587	37076.0269	4867.9026	639	1
6_K27ac.rep1_peak_6054_lociStitched	chr1	222542893	222566578	6	8406	34857.2145	2657.457	640	1
8_K27ac.rep1_peak_5173_lociStitched	chr1	198624064	198652416	8	12470	35666.816	3467.4496	641	1
8_K27ac.rep1_peak_26696_lociStitched	chr17	4097925	4139956	8	10799	36764.5157	4602.3945	642	1
3_K27ac.rep1_peak_49866_lociStitched	chr4	99431358	99446072	3	10068	34451.3596	2298.3268	643	1
15_K27ac.rep1_peak_21156_lociStitched	chr14	77367322	77429114	15	13825	35629.2672	3522.144	644	1
5_K27ac.rep1_peak_30644_lociStitched	chr18	56657899	56676152	5	9963	34019.9414	1934.818	645	1
8_K27ac.rep1_peak_65951_lociStitched	chr8	57786535	57807209	8	9523	35044.4974	2962.5842	646	1
2_K27ac.rep1_peak_53783_lociStitched	chr5	90668657	90680435	2	6875	33596.745	1519.362	647	1
4_K27ac.rep1_peak_6936_lociStitched	chr10	4805451	4818554	4	8941	34172.624	2096.48	648	1
14_K27ac.rep1_peak_29665_lociStitched	chr18	9718575	9788600	14	15001	38464.7325	6393.2825	649	1
1_K27ac.rep1_peak_58414_lociStitched	chr6	82704711	82709395	1	4685	32808.1412	762.0868	650	1
11_K27ac.rep1_peak_9648_lociStitched	chr10	105396366	105438708	11	15042	34966.0236	2934.3006	651	1
3_K27ac.rep1_peak_55597_lociStitched	chr5	158122801	158131199	3	6642	33186.3766	1188.317	652	1
1_K27ac.rep1_peak_29524_lociStitched	chr18	3621779	3626213	1	4435	32712.2784	728.9496	653	1
13_K27ac.rep1_peak_40606_lociStitched	chr20	49128941	49190154	13	15216	38974.3171	7021.1311	654	1
5_K27ac.rep1_peak_24910_lociStitched	chr16	20908514	20930778	5	11149	34226.4472	2293.192	655	1
7_K27ac.rep1_peak_48340_lociStitched	chr4	13967536	13993738	7	12222	35634.72	3704.9628	656	1
6_K27ac.rep1_peak_42648_lociStitched	chr22	40887938	40909561	6	8087	33995.6806	2075.808	657	1
5_K27ac.rep1_peak_55742_lociStitched	chr5	167059794	167081391	5	10502	34639.4283	2848.6443	658	1
2_K27ac.rep1_peak_27766_lociStitched	chr17	39207974	39220518	2	8010	33842.4576	2107.392	659	1
3_K27ac.rep1_peak_37443_lociStitched	chr2	189630233	189653948	3	7574	34329.834	2627.622	660	1
7_K27ac.rep1_peak_38735_lociStitched	chr2	227283099	227313525	7	11194	35847.9132	4256.5974	661	1
6_K27ac.rep1_peak_60210_lociStitched	chr6	151235207	151256734	6	13253	33407.7513	1827.6423	662	1
12_K27ac.rep1_peak_61897_lociStitched	chr7	40822054	40883960	12	12137	37935.9968	6401.0804	663	1
6_K27ac.rep1_peak_35627_lociStitched	chr2	100625054	100635887	6	8288	32966.9856	1513.3701	664	1
12_K27ac.rep1_peak_30673_lociStitched	chr18	57381879	57455886	12	13448	38143.2078	6705.0342	665	1
6_K27ac.rep1_peak_27505_lociStitched	chr17	32565511	32586819	6	9777	33133.94	1760.0408	666	1
6_K27ac.rep1_peak_253_lociStitched	chr1	9241528	9272279	6	14766	33521.6651	2186.3961	667	1
10_K27ac.rep1_peak_17665_lociStitched	chr13	24218111	24255914	10	11567	35988.456	4657.3296	668	1
6_K27ac.rep1_peak_42851_lociStitched	chr22	46071427	46089208	6	11708	33623.871	2300.8614	669	1
8_K27ac.rep1_peak_33975_lociStitched	chr2	37663170	37700865	8	10743	36413.37	5149.137	670	1
7_K27ac.rep1_peak_11850_lociStitched	chr11	65042856	65085725	7	11839	34428.0939	3172.306	671	1
6_K27ac.rep1_peak_2236_lociStitched	chr1	64472532	64510525	6	10693	36382.0968	5189.8438	672	1
4_K27ac.rep1_peak_64637_lociStitched	chr8	11356318	11382407	4	7761	33764.3838	2642.8157	673	1
4_K27ac.rep1_peak_45880_lociStitched	chr3	124761499	124782936	4	9408	33611.0723	2505.9853	674	1
10_K27ac.rep1_peak_22260_lociStitched	chr15	39865679	39892089	10	12510	35738.012	4653.442	675	1
16_K27ac.rep1_peak_70151_lociStitched	chr9	113648658	113713806	16	14552	41499.276	10436.7096	676	1
11_K27ac.rep1_peak_9737_lociStitched	chr10	111720518	111753759	11	14132	35617.7315	4563.9893	677	1
16_K27ac.rep1_peak_38766_lociStitched	chr2	227619599	227664540	16	19300	36577.4799	5563.6958	678	1
6_K27ac.rep1_peak_57475_lociStitched	chr6	36390533	36413613	6	12151	32974.396	1971.032	679	1
10_K27ac.rep1_peak_36578_lociStitched	chr2	151441464	151482866	10	13658	37336.3236	6338.6462	680	1
5_K27ac.rep1_peak_29416_lociStitched	chr17	81136955	81152561	5	9692	31812.831	838.0422	681	1
5_K27ac.rep1_peak_66610_lociStitched	chr8	96804592	96821551	5	8117	33249.8154	2282.6814	682	1
9_K27ac.rep1_peak_8350_lociStitched	chr10	64303568	64357448	9	12923	38098.548	7133.712	683	1
7_K27ac.rep1_peak_10178_lociStitched	chr10	128062268	128087628	7	11030	33487.88	2523.32	684	1
8_K27ac.rep1_peak_18109_lociStitched	chr13	37700796	37723128	8	11295	34453.8096	3492.7248	685	1
9_K27ac.rep1_peak_13091_lociStitched	chr11	111793268	111817824	9	11122	33658.9092	2792.0172	686	1
1_K27ac.rep1_peak_69453_lociStitched	chr9	90326091	90330619	1	4529	31128.1888	274.3968	687	1
9_K27ac.rep1_peak_55136_lociStitched	chr5	142610657	142643027	9	9946	35118.213	4269.603	688	1
7_K27ac.rep1_peak_1196_lociStitched	chr1	32396967	32422641	7	11480	32698.4064	1863.9324	689	1
3_K27ac.rep1_peak_69040_lociStitched	chr9	72869564	72879103	3	8874	32082.5187	1253.4246	690	1
7_K27ac.rep1_peak_55651_lociStitched	chr5	158589893	158617172	7	10831	34248.7845	3428.9703	691	1
11_K27ac.rep1_peak_5537_lociStitched	chr1	206846488	206898192	11	14201	35246.6168	4472.396	692	1
8_K27ac.rep1_peak_50241_lociStitched	chr4	119718340	119764027	8	9284	36522.1878	5806.8177	693	1
13_K27ac.rep1_peak_45355_lociStitched	chr3	106429963	106486590	13	14561	37724.9074	7084.0377	694	1
7_K27ac.rep1_peak_52500_lociStitched	chr5	37717409	37751906	7	11809	34548.7455	3922.3089	695	1
3_K27ac.rep1_peak_68282_lociStitched	chr9	12811932	12822171	3	8825	32654.2188	2044.7283	696	1
6_K27ac.rep1_peak_22998_lociStitched	chr15	63178471	63192798	6	7408	32625.4444	2035.8667	697	1
3_K27ac.rep1_peak_28767_lociStitched	chr17	64535173	64546888	3	11413	32137.7595	1609.641	698	1
3_K27ac.rep1_peak_8541_lociStitched	chr10	72412238	72425636	3	6244	31623.2994	1099.9758	699	1
2_K27ac.rep1_peak_41074_lociStitched	chr21	28793671	28803397	2	7156	32116.2246	1608.6804	700	1
11_K27ac.rep1_peak_3538_lociStitched	chr1	115838973	115876820	11	15238	35837.3243	5343.9964	701	1
3_K27ac.rep1_peak_18651_lociStitched	chr13	51250342	51268584	3	6390	33202.2642	2710.7612	702	1
6_K27ac.rep1_peak_12282_lociStitched	chr11	74382514	74408846	6	6859	32986.0964	2517.3392	703	1
13_K27ac.rep1_peak_51045_lociStitched	chr4	157672291	157703506	13	13086	35797.362	5362.737	704	1
9_K27ac.rep1_peak_45096_lociStitched	chr3	99551699	99592719	9	12891	35954.03	5533.598	705	1
6_K27ac.rep1_peak_23351_lociStitched	chr15	68803486	68845289	6	11069	35244.1093	4857.5086	706	1
11_K27ac.rep1_peak_37484_lociStitched	chr2	190011477	190045111	11	12967	35187.8908	4802.9352	707	1
12_K27ac.rep1_peak_44410_lociStitched	chr3	58359139	58401060	12	9654	34563.8645	4192.1	708	1
9_K27ac.rep1_peak_58591_lociStitched	chr6	90687045	90718983	9	9959	33311.334	2954.265	709	1
6_K27ac.rep1_peak_26322_lociStitched	chr16	86686554	86716197	6	10786	33155.6955	2801.2635	710	1
1_K27ac.rep1_peak_11099_lociStitched	chr11	28853817	28861382	1	7566	31654.986	1321.6055	711	1
9_K27ac.rep1_peak_45677_lociStitched	chr3	119014617	119042407	9	11637	33083.995	2762.326	712	1
3_K27ac.rep1_peak_41658_lociStitched	chr21	43459238	43478533	3	6406	32222.65	1927.5705	713	1
3_K27ac.rep1_peak_8246_lociStitched	chr10	62173932	62194159	3	9067	33946.9741	3683.3367	714	1
12_K27ac.rep1_peak_36842_lociStitched	chr2	161125610	161166649	12	14886	36323.6189	6061.4603	715	1
5_K27ac.rep1_peak_41264_lociStitched	chr21	33820909	33851799	5	10301	32190.469	1930.625	716	1
8_K27ac.rep1_peak_52034_lociStitched	chr5	14237638	14271580	8	11091	34223.7186	3998.3676	717	1
7_K27ac.rep1_peak_13228_lociStitched	chr11	118780070	118799431	7	11825	31306.737	1111.3214	718	1
9_K27ac.rep1_peak_11424_lociStitched	chr11	46258903	46275945	9	9526	32027.0306	1832.015	719	1
13_K27ac.rep1_peak_51733_lociStitched	chr4	187590270	187662100	13	15053	38702.004	8519.038	720	1
7_K27ac.rep1_peak_13062_lociStitched	chr11	111589248	111617176	7	8942	32784.6792	2650.3672	721	1
5_K27ac.rep1_peak_69981_lociStitched	chr9	110489179	110514572	5	9259	32282.1209	2160.9443	722	1
9_K27ac.rep1_peak_9280_lociStitched	chr10	95134933	95152419	9	11120	32508.2226	2397.3306	723	1
7_K27ac.rep1_peak_49776_lociStitched	chr4	95365540	95393891	7	11968	33607.2754	3518.3591	724	1
2_K27ac.rep1_peak_37920_lociStitched	chr2	202012874	202023357	2	5781	31369.3292	1309.3267	725	1
8_K27ac.rep1_peak_54058_lociStitched	chr5	102759445	102789284	8	12328	34440.1738	4392.3008	726	1
7_K27ac.rep1_peak_23328_lociStitched	chr15	68644081	68683883	7	10479	33139.1452	3108.5362	727	1
2_K27ac.rep1_peak_30616_lociStitched	chr18	56026143	56033133	2	6870	31416.555	1398	728	1
9_K27ac.rep1_peak_46504_lociStitched	chr3	149159705	149198410	9	14699	34633.234	4621.377	729	1
5_K27ac.rep1_peak_17601_lociStitched	chr13	21567285	21592504	5	9361	32441.7216	2499.2029	730	1
6_K27ac.rep1_peak_66651_lociStitched	chr8	97571339	97607380	6	11165	34959.77	5031.3236	731	1
4_K27ac.rep1_peak_40975_lociStitched	chr21	17941393	17961446	4	9235	32912.9889	3001.9341	732	1
2_K27ac.rep1_peak_54813_lociStitched	chr5	136476730	136484621	2	6973	31354.0994	1502.4464	733	1
6_K27ac.rep1_peak_39785_lociStitched	chr20	19954460	19991619	6	11951	33379.9297	3537.5368	734	1
3_K27ac.rep1_peak_23667_lociStitched	chr15	75952808	75966555	3	7368	30772.6595	938.9201	735	1
10_K27ac.rep1_peak_62118_lociStitched	chr7	46571663	46623475	10	12067	35962.7092	6181.1716	736	1
6_K27ac.rep1_peak_6189_lociStitched	chr1	225922847	225960060	6	10090	33145.6191	3393.8256	737	1
5_K27ac.rep1_peak_43601_lociStitched	chr3	29724056	29740286	5	9160	31835.145	2106.654	738	1
8_K27ac.rep1_peak_34167_lociStitched	chr2	40428200	40472587	8	8713	34155.7965	4465.3322	739	1
5_K27ac.rep1_peak_18679_lociStitched	chr13	52193038	52220479	5	11725	32756.3217	3076.1361	740	1
6_K27ac.rep1_peak_57462_lociStitched	chr6	36317519	36338277	6	8984	31865.6058	2204.4996	741	1
4_K27ac.rep1_peak_5613_lociStitched	chr1	210056194	210074776	4	7309	32094.8304	2437.9584	742	1
5_K27ac.rep1_peak_61232_lociStitched	chr7	17559937	17573514	5	11008	31873.3652	2234.7742	743	1
8_K27ac.rep1_peak_64739_lociStitched	chr8	13294436	13330475	8	10837	34046.0433	4440.0048	744	1
18_K27ac.rep1_peak_60338_lociStitched	chr6	155383795	155493646	18	18346	39052.0305	9447.186	745	1
10_K27ac.rep1_peak_4879_lociStitched	chr1	183027564	183076598	10	13025	36074.3138	6492.1016	746	1
6_K27ac.rep1_peak_38984_lociStitched	chr2	235149431	235167944	6	10175	31879.386	2314.125	747	1
12_K27ac.rep1_peak_20753_lociStitched	chr14	69246192	69283787	12	15396	33012.1695	3447.4615	748	1
3_K27ac.rep1_peak_46646_lociStitched	chr3	151974780	151991551	3	10400	32227.1536	2757.1524	749	1
